pokemon_rank,pokemon,slug,season,rule,format,panel,entry_rank,name,name_ja,percentage,type,category,power,accuracy
1,烈咬陆鲨,garchomp,M-3,M-B,single,natures,10,勇敢,ゆうかん,0.1,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,1,谜拟丘,ミミッキュ,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,2,魔幻假面喵,マスカーニャ,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,3,铝钢桥龙,ブリジュラス,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,4,巨金怪,メタグロス,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,5,雷丘,ライチュウ,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,6,喷火龙,リザードン,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,7,姆克鹰,ムクホーク,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,8,钢铠鸦,アーマーガア,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,9,九尾（阿罗拉的样子）,アローラキュウコン,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,partners,10,火焰鸡,バシャーモ,,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,1,,,55.2,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,2,,,7.2,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,3,,,3.9,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,4,,,3.0,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,5,,,2.9,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,6,,,2.1,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,7,,,1.6,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,8,,,1.5,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,9,,,1.4,,,,
1,烈咬陆鲨,garchomp,M-3,M-B,single,spreads,10,,,0.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,1,影子偷袭,かげうち,96.0,ghost,physical,40,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,2,嬉闹,じゃれつく,95.8,fairy,physical,90,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,3,剑舞,つるぎのまい,80.1,normal,status,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,4,暗影爪,シャドークロー,62.1,ghost,physical,70,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,5,咒术,のろい,15.3,ghost,status,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,6,戏法空间,トリックルーム,13.5,psychic,status,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,7,吸取拳,ドレインパンチ,12.3,fighting,physical,75,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,8,木槌,ウッドハンマー,11.9,grass,physical,120,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,9,磷火,おにび,3.0,fire,status,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,moves,10,同命,みちづれ,2.3,ghost,status,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,1,生命宝珠,いのちのたま,83.9,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,2,木子果,ラムのみ,4.3,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,3,焦点镜,ピントレンズ,2.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,4,诅咒之符,のろいのおふだ,2.5,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,5,妖精之羽,ようせいのハネ,1.1,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,6,文柚果,オボンのみ,0.9,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,7,吃剩的东西,たべのこし,0.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,8,光粉,ひかりのこな,0.7,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,9,心灵香草,メンタルハーブ,0.6,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,items,10,讲究围巾,こだわりスカーフ,0.4,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,abilities,1,画皮,ばけのかわ,100.0,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,1,固执,いじっぱり,76.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,2,爽朗,ようき,17.0,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,3,勇敢,ゆうかん,2.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,4,淘气,わんぱく,0.7,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,5,怕寂寞,さみしがり,0.5,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,6,顽皮,やんちゃ,0.5,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,7,慎重,しんちょう,0.4,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,8,急躁,せっかち,0.3,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,9,悠闲,のんき,0.3,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,natures,10,天真,むじゃき,0.2,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,1,烈咬陆鲨,ガブリアス,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,2,巨金怪,メタグロス,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,3,铝钢桥龙,ブリジュラス,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,4,魔幻假面喵,マスカーニャ,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,5,喷火龙,リザードン,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,6,雷丘,ライチュウ,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,7,河马兽,カバルドン,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,8,大嘴娃,クチート,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,9,姆克鹰,ムクホーク,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,partners,10,火焰鸡,バシャーモ,,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,1,,,24.0,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,2,,,19.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,3,,,5.9,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,4,,,4.6,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,5,,,4.5,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,6,,,2.9,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,7,,,2.7,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,8,,,2.6,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,9,,,1.8,,,,
2,谜拟Ｑ,mimikyu,M-3,M-B,single,spreads,10,,,1.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,1,千变万花,トリックフラワー,98.2,grass,physical,70,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,2,三旋击,トリプルアクセル,89.4,ice,physical,20,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,3,急速折返,とんぼがえり,71.8,bug,physical,70,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,4,拍落,はたきおとす,68.6,dark,physical,65,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,5,突袭,ふいうち,15.7,dark,physical,70,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,6,雷电拳,かみなりパンチ,13.9,electric,physical,75,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,7,嬉闹,じゃれつく,9.7,fairy,physical,90,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,8,劈瓦,かわらわり,4.1,fighting,physical,75,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,9,戏法,トリック,4.0,psychic,status,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,moves,10,移花接木,イカサマ,3.9,dark,physical,95,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,1,讲究围巾,こだわりスカーフ,72.2,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,2,气势披带,きあいのタスキ,18.5,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,3,生命宝珠,いのちのたま,4.4,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,4,达人带,たつじんのおび,1.1,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,5,文柚果,オボンのみ,0.6,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,6,先制之爪,せんせいのツメ,0.6,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,7,力量头带,ちからのハチマキ,0.4,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,8,广角镜,こうかくレンズ,0.3,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,9,木子果,ラムのみ,0.3,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,items,10,吃剩的东西,たべのこし,0.2,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,abilities,1,变幻自如,へんげんじざい,95.5,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,abilities,2,茂盛,しんりょく,4.5,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,1,爽朗,ようき,59.6,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,2,固执,いじっぱり,33.9,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,3,天真,むじゃき,1.9,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,4,顽皮,やんちゃ,1.1,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,5,急躁,せっかち,0.9,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,6,马虎,うっかりや,0.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,7,怕寂寞,さみしがり,0.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,8,内敛,ひかえめ,0.4,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,9,胆小,おくびょう,0.4,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,natures,10,勇敢,ゆうかん,0.1,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,1,烈咬陆鲨,ガブリアス,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,2,铝钢桥龙,ブリジュラス,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,3,雷丘,ライチュウ,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,4,谜拟丘,ミミッキュ,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,5,喷火龙,リザードン,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,6,姆克鹰,ムクホーク,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,7,巨金怪,メタグロス,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,8,河马兽,カバルドン,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,9,西狮海壬,アシレーヌ,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,partners,10,钢铠鸦,アーマーガア,,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,1,,,62.8,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,2,,,9.8,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,3,,,5.4,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,4,,,3.2,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,5,,,2.1,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,6,,,1.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,7,,,0.9,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,8,,,0.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,9,,,0.7,,,,
3,魔幻假面喵,meowscarada,M-3,M-B,single,spreads,10,,,0.6,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,1,加农光炮,ラスターカノン,74.8,steel,special,80,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,2,流星群,りゅうせいぐん,71.7,dragon,special,130,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,3,十万伏特,10まんボルト,48.8,electric,special,90,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,4,电光束,エレクトロビーム,38.6,electric,special,130,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,5,隐形岩,ステルスロック,38.3,rock,status,,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,6,波导弹,はどうだん,28.2,fighting,special,80,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,7,镜面反射,ミラーコート,16.0,psychic,special,1,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,8,龙尾,ドラゴンテール,15.5,dragon,physical,60,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,9,吼叫,ほえる,12.7,normal,status,,
4,铝钢桥龙,archaludon,M-3,M-B,single,moves,10,龙之波动,りゅうのはどう,10.3,dragon,special,85,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,1,文柚果,オボンのみ,30.6,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,2,吃剩的东西,たべのこし,29.5,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,3,白色香草,しろいハーブ,18.8,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,4,讲究围巾,こだわりスカーフ,10.3,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,5,焦点镜,ピントレンズ,1.7,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,6,莲蒲果,ヨプのみ,1.4,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,7,腰木果,シュカのみ,1.1,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,8,气势披带,きあいのタスキ,0.8,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,9,龙之牙,りゅうのキバ,0.8,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,items,10,光之黏土,ひかりのねんど,0.7,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,abilities,1,持久力,じきゅうりょく,76.4,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,abilities,2,结实,がんじょう,23.3,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,abilities,3,坚毅,すじがねいり,0.3,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,1,内敛,ひかえめ,49.3,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,2,大胆,ずぶとい,16.5,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,3,胆小,おくびょう,12.8,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,4,温和,おだやか,11.2,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,5,淘气,わんぱく,2.9,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,6,悠闲,のんき,2.2,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,7,慎重,しんちょう,1.6,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,8,自大,なまいき,1.1,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,9,冷静,れいせい,1.1,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,natures,10,马虎,うっかりや,0.5,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,1,烈咬陆鲨,ガブリアス,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,2,巨沼怪,ラグラージ,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,3,大嘴鸥,ペリッパー,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,4,谜拟丘,ミミッキュ,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,5,魔幻假面喵,マスカーニャ,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,6,姆克鹰,ムクホーク,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,7,雷丘,ライチュウ,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,8,喷火龙,リザードン,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,9,幽尾玄鱼,イダイトウ(オス),,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,partners,10,巨金怪,メタグロス,,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,1,,,24.6,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,2,,,7.9,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,3,,,3.6,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,4,,,3.5,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,5,,,3.4,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,6,,,3.2,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,7,,,3.0,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,8,,,2.5,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,9,,,2.3,,,,
4,铝钢桥龙,archaludon,M-3,M-B,single,spreads,10,,,1.6,,,,
5,巨金怪,metagross,M-3,M-B,single,moves,1,精神之牙,サイコファング,89.3,psychic,physical,85,
5,巨金怪,metagross,M-3,M-B,single,moves,2,子弹拳,バレットパンチ,84.4,steel,physical,40,
5,巨金怪,metagross,M-3,M-B,single,moves,3,地震,じしん,75.8,ground,physical,100,
5,巨金怪,metagross,M-3,M-B,single,moves,4,冰冻拳,れいとうパンチ,58.8,ice,physical,75,
5,巨金怪,metagross,M-3,M-B,single,moves,5,雷电拳,かみなりパンチ,30.1,electric,physical,75,
5,巨金怪,metagross,M-3,M-B,single,moves,6,铁头,アイアンヘッド,21.7,steel,physical,80,
5,巨金怪,metagross,M-3,M-B,single,moves,7,彗星拳,コメットパンチ,18.7,steel,physical,90,
5,巨金怪,metagross,M-3,M-B,single,moves,8,起草,くさわけ,4.2,grass,physical,50,
5,巨金怪,metagross,M-3,M-B,single,moves,9,打草结,くさむすび,2.1,grass,special,1,
5,巨金怪,metagross,M-3,M-B,single,moves,10,劈瓦,かわらわり,2.0,fighting,physical,75,
5,巨金怪,metagross,M-3,M-B,single,items,1,巨金怪进化石,メタグロスナイト,97.1,,,,
5,巨金怪,metagross,M-3,M-B,single,items,2,生命宝珠,いのちのたま,0.6,,,,
5,巨金怪,metagross,M-3,M-B,single,items,3,文柚果,オボンのみ,0.4,,,,
5,巨金怪,metagross,M-3,M-B,single,items,4,腰木果,シュカのみ,0.3,,,,
5,巨金怪,metagross,M-3,M-B,single,items,5,吃剩的东西,たべのこし,0.2,,,,
5,巨金怪,metagross,M-3,M-B,single,items,6,讲究围巾,こだわりスカーフ,0.2,,,,
5,巨金怪,metagross,M-3,M-B,single,items,7,光之黏土,ひかりのねんど,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,items,8,达人带,たつじんのおび,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,items,9,气势披带,きあいのタスキ,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,items,10,先制之爪,せんせいのツメ,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,abilities,1,恒净之躯,クリアボディ,99.1,,,,
5,巨金怪,metagross,M-3,M-B,single,abilities,2,轻金属,ライトメタル,0.9,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,1,爽朗,ようき,56.7,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,2,固执,いじっぱり,40.2,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,3,淘气,わんぱく,0.9,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,4,慎重,しんちょう,0.4,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,5,天真,むじゃき,0.4,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,6,勇敢,ゆうかん,0.4,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,7,顽皮,やんちゃ,0.3,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,8,怕寂寞,さみしがり,0.2,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,9,悠闲,のんき,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,natures,10,急躁,せっかち,0.1,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,1,烈咬陆鲨,ガブリアス,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,2,谜拟丘,ミミッキュ,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,3,三首恶龙,サザンドラ,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,4,魔幻假面喵,マスカーニャ,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,5,河马兽,カバルドン,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,6,西狮海壬,アシレーヌ,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,7,铝钢桥龙,ブリジュラス,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,8,喷火龙,リザードン,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,9,九尾（阿罗拉的样子）,アローラキュウコン,,,,,
5,巨金怪,metagross,M-3,M-B,single,partners,10,清洗洛托姆,ウォッシュロトム,,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,1,,,39.1,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,2,,,7.2,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,3,,,4.0,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,4,,,3.6,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,5,,,3.3,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,6,,,2.9,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,7,,,2.2,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,8,,,2.2,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,9,,,1.8,,,,
5,巨金怪,metagross,M-3,M-B,single,spreads,10,,,1.8,,,,
6,雷丘,raichu,M-3,M-B,single,moves,1,电磁炮,でんじほう,95.9,electric,special,120,
6,雷丘,raichu,M-3,M-B,single,moves,2,真气弹,きあいだま,95.3,fighting,special,120,
6,雷丘,raichu,M-3,M-B,single,moves,3,打草结,くさむすび,73.8,grass,special,1,
6,雷丘,raichu,M-3,M-B,single,moves,4,伏特替换,ボルトチェンジ,28.6,electric,special,70,
6,雷丘,raichu,M-3,M-B,single,moves,5,替身,みがわり,20.7,normal,status,,
6,雷丘,raichu,M-3,M-B,single,moves,6,魅诱之声,みわくのボイス,14.8,fairy,special,80,
6,雷丘,raichu,M-3,M-B,single,moves,7,击掌奇袭,ねこだまし,11.8,normal,physical,40,
6,雷丘,raichu,M-3,M-B,single,moves,8,再来一次,アンコール,9.1,normal,status,,
6,雷丘,raichu,M-3,M-B,single,moves,9,诡计,わるだくみ,8.0,dark,status,,
6,雷丘,raichu,M-3,M-B,single,moves,10,起草,くさわけ,7.7,grass,physical,50,
6,雷丘,raichu,M-3,M-B,single,items,1,雷丘进化石Ｙ,ライチュウナイトY,96.4,,,,
6,雷丘,raichu,M-3,M-B,single,items,2,雷丘进化石Ｘ,ライチュウナイトX,2.8,,,,
6,雷丘,raichu,M-3,M-B,single,items,3,气势披带,きあいのタスキ,0.3,,,,
6,雷丘,raichu,M-3,M-B,single,items,4,生命宝珠,いのちのたま,0.0,,,,
6,雷丘,raichu,M-3,M-B,single,items,5,讲究围巾,こだわりスカーフ,0.0,,,,
6,雷丘,raichu,M-3,M-B,single,items,6,光之黏土,ひかりのねんど,0.0,,,,
6,雷丘,raichu,M-3,M-B,single,items,7,文柚果,オボンのみ,0.0,,,,
